Title,Address,Phone,Website,Emails
The VSPOT,"156 5th Ave, Brooklyn, NY 11217, संयुक्त राज्य",17188854941,https://vspot.restaurant,null
Four Seasons,"2281 Church Ave, Brooklyn, NY 11226, संयुक्त राज्य",17186937996,https://fourseasonsvegan.com,null
Toad Style,"93 Ralph Ave, Brooklyn, NY 11221, संयुक्त राज्य",13477891589,https://toadstylebk.com,null
Natural Blend,"769A Washington Ave, Brooklyn, NY 11238, संयुक्त राज्य",17187831737,https://naturalblendcafe.com,null
RAS Plant Based,"739 Franklin Ave, Brooklyn, NY 11238, संयुक्त राज्य",17186226220,https://rasplantbased.com,vibes@rasplantbased.com
Electric Beets,"158 7th Ave Suite B, Brooklyn, NY 11215, संयुक्त राज्य",13479336876,https://electricbeets.com,null
Aunts et Uncles,"1407 Nostrand Ave, Brooklyn, NY 11226, संयुक्त राज्य",13472950001,https://auntsetuncles.com,295-0001hey@auntsetuncles.comhoursmonday;hey@auntsetuncles.com
Brooklyn Natural Market & Cafe,"810 Washington Ave, Brooklyn, NY 11238, संयुक्त राज्य",17186766380,https://brooklynnaturalmarketcafe.com,null
Next Stop Vegan,"88 Livingston St, Brooklyn, NY 11201, संयुक्त राज्य",19179666066,,null
Natural Blend,"302 Nostrand Ave, Brooklyn, NY 11216, संयुक्त राज्य",17185134330,https://naturalblendcafe.com,null
​PLANTED CAFE,"333 Smith St, Brooklyn, NY 11231, संयुक्त राज्य",19179091986,,null
Patty Haus,"847 St Johns Pl, Brooklyn, NY 11216, संयुक्त राज्य",13475290366,,null
Natural Blend,"243 Malcolm X Blvd, Brooklyn, NY 11233, संयुक्त राज्य",13473782440,https://naturalblendcafe.com,null
Natural Blend,"2251 Church Ave, Brooklyn, NY 11226, संयुक्त राज्य",13472952608,https://naturalblendcafe.com,null
Diem Eatery,"79 Atlantic Ave, Brooklyn, NY 11201, संयुक्त राज्य",19179091037,https://diemeatery.com,info@elatedthemes.com
Leaf,"1161 Myrtle Ave, Brooklyn, NY 11206, संयुक्त राज्य",13476272271,https://leafbk.com,null
Nûrish,"637 Washington Ave, Brooklyn, NY 11238, संयुक्त राज्य",17184841122,https://nurishbk.com,null
Akara House,"642 Nostrand Ave, Brooklyn, NY 11216, संयुक्त राज्य",19296103732,https://akarahouse.com,usainfo@akarahouse.combottom;info@mysite.com
Seitan's Helper,"2 Morgan Ave, Brooklyn, NY 11237, संयुक्त राज्य",19292980160,https://seitanshelper.com,null
A.T.M. Vegan Deli,"525 DeKalb Ave, Brooklyn, NY 11205, संयुक्त राज्य",16466703894,https://atmvegandeli.com,atmvegandeli@gmail.com
Ital Kitchen,"1032 Union St, Brooklyn, NY 11225, संयुक्त राज्य",13474059727,https://italkitchenbk.com,null
Starving Vegan,"1865 Flatbush Ave, Brooklyn, NY 11210, संयुक्त राज्य",19172166981,https://starvingvegans.com,null
