Title,Address,Phone,Website,Emails
Boucherie Union Square,"225 Park Ave S, New York, NY 10003, संयुक्त राज्य",12123530200,https://boucherieus.com,null
Petite Boucherie,"First Floor, 14 Christopher St, New York, NY 10014, संयुक्त राज्य",16467564145,https://boucherieus.com,null
Essex Restaurant,"124 Rivington St, New York, NY 10002, संयुक्त राज्य",12125339616,https://essexnyc.com,info@essexnyc.com;533-9616eat@essexnyc.comhoursmonday
LOS TACOS No.1,"229 W 43rd St, New York, NY 10036, संयुक्त राज्य",,https://lostacos1.com,null
Jiang Nan NYC,"103 Bowery, New York, NY 10002, संयुक्त राज्य",12127758998,https://jiangnanny.com,null
Manhatta,"28 Liberty St 60th floor, New York, NY 10005, संयुक्त राज्य",12122305788,https://manhattarestaurant.com,null
The Modern,"9 W 53rd St, New York, NY 10019, संयुक्त राज्य",12123331220,https://themodernnyc.com,null
Gramercy Tavern,"42 E 20th St, New York, NY 10003, संयुक्त राज्य",12124770777,https://gramercytavern.com,null
Upland,"345 Park Ave S, New York, NY 10010, संयुक्त राज्य",12126861006,https://uplandnyc.com,upland.info@starr-restaurants.com;upland.press@starr-restaurant.com;upland.events@starr-restaurants.com;upland.press@starr-restaurants.com;upland.marketing@starr-restaurants.com;upland.events@starr-restaurant.com;upland.marketing@starr-restaurant.com;upland.info@starr-restaurant.com
MOE EATS NYC,"120 W 49th St, New York, NY 10020, संयुक्त राज्य",16465476759,,null
Hearth,"403 E 12th St, New York, NY 10009, संयुक्त राज्य",16466021300,https://restauranthearth.com,null
Atera,"77 Worth St, New York, NY 10013, संयुक्त राज्य",12122261444,https://ateranyc.com,null
Daniel,"60 E 65th St, New York, NY 10065, संयुक्त राज्य",12122880033,https://danielnyc.com,288-0033danielinquiry@danielnyc.comgeneral;danielinquiry@danielnyc.com
Buvette,"42 Grove St, New York, NY 10014, संयुक्त राज्य",12122553590,https://ilovebuvette.com,null
Lindens,"2 Renwick St, New York, NY 10013, संयुक्त राज्य",19295957706,https://lindensnyc.com,hello@lindensnyc.com
Forgione,"30 Hudson St, New York, NY 10013, संयुक्त राज्य",12129419401,https://marcforgione.com,null
ROBERT,"2 Columbus Cir, New York, NY 10019, संयुक्त राज्य",12122997730,https://robertnyc.com,info@arkrestaurants.com
Le Bernardin,"155 W 51st St, New York, NY 10019, संयुक्त राज्य",12125541515,https://le-bernardin.com,null
Chalong NYC,"749 9th Ave, New York, NY 10019, संयुक्त राज्य",12124666456,https://chalongnyc.com,chalong@chalongnyc.com
Craft New York,"43 E 19th St, New York, NY 10003, संयुक्त राज्य",12127800880,https://craftrestaurant.com,null
Brooklyn Chop House Steakhouse Downtown NYC,"150 Nassau St, New York, NY 10038, संयुक्त राज्य",12126191200,https://brooklynchophouse.com,null
Hawksmoor NYC,"109 E 22nd St, New York, NY 10010, संयुक्त राज्य",12127771840,https://hawksmoornyc.com,null
La Masseria NY,"235 W 48th St, New York, NY 10036, संयुक्त राज्य",12125822111,https://lamasserianyc.com,info@lamasserianyc.com;582-2111info@lamasserianyc.com
Estela,"47 E Houston St 1st floor, New York, NY 10012, संयुक्त राज्य",12122197693,https://estelanyc.com,events@mattos-hospitality.com.for;info@estelanyc.com.for;sarah@wickedgm.com;info@estelanyc.com;events@mattos-hospitality.com;david@gruberstrategies.com
